 Masse A  
t x y 
559.000 221.1 95.02
560.000 221.0 95.04
561.000 220.8 94.99
562.000 220.8 95.08
563.000 220.7 95.09
564.000 220.3 95.08
565.000 220.1 95.06
566.000 219.9 94.89
567.000 219.9 95.01
568.000 219.9 94.95
569.000 219.5 94.96
570.000 219.2 94.96
571.000 219.1 94.92
572.000 219.0 94.95
573.000 218.8 94.91
574.000 218.6 95.03
575.000 218.3 95.03
576.000 218.1 94.98
577.000 218.1 94.92
578.000 217.9 94.94
579.000 217.7 94.90
580.000 217.4 94.98
581.000 217.1 94.93
582.000 217.0 94.91
583.000 216.9 94.90
584.000 216.8 94.88
585.000 216.4 94.97
586.000 216.2 94.93
587.000 216.0 94.86
588.000 215.9 94.83
589.000 215.9 94.83
590.000 215.5 94.83
591.000 215.1 94.79
592.000 215.0 94.86
593.000 214.7 94.85
594.000 214.3 94.87
595.000 214.1 94.83
596.000 214.1 94.81
597.000 213.9 94.81
598.000 213.9 94.86
599.000 213.8 94.80
600.000 213.5 94.90
601.000 213.1 94.86
602.000 212.8 94.77
603.000 212.8 94.83
604.000 212.6 94.87
605.000 212.2 94.88
606.000 211.8 94.84
607.000 211.9 94.84
608.000 211.6 94.94
609.000 211.3 94.90
610.000 210.8 94.94
611.000 210.9 94.81
612.000 210.6 94.77
613.000 210.4 94.86
614.000 210.1 94.81
615.000 210.0 94.83
616.000 209.9 94.82
617.000 209.7 94.90
618.000 209.3 94.87
619.000 209.1 94.75
620.000 208.8 94.81
621.000 208.7 94.77
622.000 208.3 94.75
623.000 208.2 94.79
624.000 208.0 94.75
625.000 207.8 94.79
626.000 207.5 94.81
627.000 207.1 94.74
628.000 206.9 94.87
629.000 206.6 94.82
630.000 206.3 94.81
631.000 206.2 94.80
632.000 206.0 94.68
633.000 205.9 94.83
634.000 205.7 94.74
635.000 205.7 94.76
636.000 205.1 94.76
637.000 205.0 94.77
638.000 204.7 94.73
639.000 204.4 94.74
640.000 204.2 94.71
641.000 204.2 94.70
642.000 203.8 94.62
643.000 203.9 94.61
644.000 203.8 94.63
645.000 203.7 94.61
646.000 203.5 94.72
647.000 203.2 94.69
648.000 202.9 94.79
649.000 202.8 94.72
650.000 202.7 94.67
651.000 202.2 94.67
652.000 202.2 94.59
653.000 201.8 94.70
654.000 201.9 94.71
655.000 201.9 94.65
656.000 201.7 94.77
657.000 201.3 94.67
658.000 201.2 94.67
659.000 201.0 94.59
660.000 200.8 94.56
661.000 200.5 94.74
662.000 200.4 94.64
663.000 200.2 94.67
664.000 200.2 94.68
665.000 200.1 94.63
666.000 200.1 94.62
667.000 200.0 94.57
668.000 199.6 94.74
669.000 199.5 94.62
670.000 199.3 94.63
671.000 199.2 94.61
672.000 199.1 94.58
673.000 199.0 94.56
674.000 198.9 94.57
675.000 198.9 94.55
676.000 198.8 94.61
677.000 198.8 94.53
678.000 198.7 94.60
679.000 198.2 94.65
680.000 198.2 94.60
681.000 198.1 94.67
682.000 198.1 94.52
683.000 197.9 94.63
684.000 198.0 94.63
685.000 198.0 94.56
686.000 198.0 94.56
687.000 197.9 94.56
688.000 197.9 94.54
689.000 197.6 94.53
690.000 197.4 94.56
691.000 197.3 94.66
692.000 197.2 94.61
693.000 197.2 94.67
694.000 197.2 94.64
695.000 197.1 94.61
696.000 197.1 94.63
697.000 197.0 94.52
698.000 197.1 94.61
699.000 196.8 94.55
700.000 196.9 94.53
701.000 196.9 94.56
702.000 196.9 94.56
703.000 196.9 94.55
704.000 196.8 94.56
705.000 196.8 94.51
706.000 196.8 94.60
707.000 196.8 94.60
708.000 196.8 94.53
709.000 196.8 94.61
710.000 196.8 94.52
711.000 196.8 94.52
712.000 196.8 94.60
713.000 196.8 94.61
714.000 196.8 94.60
715.000 196.9 94.61
716.000 196.9 94.59
717.000 197.0 94.62
718.000 196.8 94.53
719.000 196.9 94.57
720.000 197.0 94.61
721.000 197.0 94.57
722.000 197.0 94.61
723.000 197.1 94.56
724.000 197.1 94.63
725.000 197.1 94.57
726.000 197.2 94.59
727.000 197.3 94.60
728.000 197.3 94.53
729.000 197.3 94.60
730.000 197.4 94.58
731.000 197.4 94.62
732.000 197.6 94.58
733.000 197.6 94.59
734.000 197.6 94.66
735.000 197.7 94.61
736.000 197.7 94.60
737.000 197.8 94.68
738.000 198.1 94.60
739.000 198.2 94.63
740.000 198.2 94.59
741.000 198.3 94.62
742.000 198.4 94.65
743.000 198.4 94.55
744.000 198.7 94.68
745.000 198.6 94.65
746.000 198.6 94.62
747.000 198.8 94.58
748.000 199.2 94.59
749.000 199.3 94.71
750.000 199.4 94.70
751.000 199.4 94.68
752.000 199.6 94.75
753.000 199.7 94.64
754.000 199.8 94.67
755.000 200.1 94.67
756.000 200.2 94.60
757.000 200.3 94.68
758.000 200.4 94.67
759.000 200.6 94.75
760.000 200.6 94.69
761.000 200.7 94.66
762.000 200.9 94.73
763.000 201.3 94.64
764.000 201.4 94.73
765.000 201.6 94.72
766.000 201.6 94.69
767.000 201.8 94.69
768.000 202.2 94.67
769.000 202.4 94.65
770.000 202.4 94.66
771.000 202.6 94.68
772.000 202.7 94.75
773.000 202.9 94.65
774.000 203.3 94.66
775.000 203.4 94.72
776.000 203.6 94.73
777.000 203.9 94.63
778.000 204.1 94.71
779.000 204.3 94.70
780.000 204.3 94.71
781.000 204.5 94.64
782.000 204.7 94.71
783.000 204.8 94.76
784.000 205.4 94.73
785.000 205.5 94.76
786.000 205.8 94.72
787.000 206.0 94.71
788.000 206.1 94.70
789.000 206.4 94.92
790.000 206.5 94.86
791.000 206.5 94.81
792.000 206.7 94.81
793.000 207.0 94.86
794.000 207.4 94.79
795.000 207.7 94.84
796.000 207.9 94.73
797.000 208.3 94.82
798.000 208.4 94.87
799.000 208.5 94.77
800.000 208.6 94.92
801.000 208.7 94.86
802.000 208.8 94.87
803.000 209.3 94.87
804.000 209.6 94.76
805.000 209.7 94.88
806.000 209.7 94.77
807.000 209.9 94.79
808.000 210.2 94.85
809.000 210.4 94.85
810.000 210.7 94.84
811.000 210.7 94.87
812.000 210.9 94.92
813.000 211.5 94.93
814.000 211.5 94.95
815.000 211.6 94.91
816.000 211.8 94.99
817.000 212.1 94.92
818.000 212.3 94.94
819.000 212.6 94.88
820.000 212.6 94.95
821.000 212.7 94.99
822.000 213.0 94.84
823.000 213.3 94.86
824.000 213.5 94.88
825.000 213.6 94.87
826.000 213.8 94.92
827.000 214.3 94.84
828.000 214.5 94.97
829.000 214.5 94.89
830.000 214.7 94.90
831.000 214.7 94.93
832.000 215.1 94.92
833.000 215.4 94.96
834.000 215.6 94.92
835.000 215.7 94.95
836.000 215.8 94.97
837.000 216.1 94.96
838.000 216.5 95.00
839.000 216.5 94.89
840.000 216.6 95.00
841.000 216.9 95.00
842.000 217.1 94.90
843.000 217.2 95.00
844.000 217.5 94.98
845.000 217.5 94.96
846.000 217.6 94.97
847.000 217.6 94.99
848.000 217.9 94.97
849.000 218.2 94.98
850.000 218.3 94.98
851.000 218.3 95.02
852.000 218.5 95.02
853.000 218.5 95.02
854.000 218.5 95.04
855.000 218.7 95.04
856.000 219.0 95.02
857.000 219.3 94.98
858.000 219.5 94.95
859.000 219.6 94.99
860.000 219.7 94.97
861.000 219.9 94.95
862.000 220.1 94.96
863.000 220.3 95.02
864.000 220.3 95.10
865.000 220.3 95.02
866.000 220.4 95.03
867.000 220.4 95.00
868.000 220.5 95.04
869.000 220.5 94.99
870.000 220.6 95.01
871.000 220.6 95.03
872.000 220.7 95.01
873.000 220.7 95.03
