 Masse A  
t x y 
714.000 -2.890 56.69
715.000 -2.890 56.70
716.000 -2.874 56.74
717.000 -2.926 56.71
718.000 -2.881 56.73
719.000 -2.880 56.74
720.000 -2.895 56.72
721.000 -2.905 56.74
722.000 -2.916 56.73
723.000 -2.895 56.74
724.000 -2.900 56.75
725.000 -2.908 56.74
726.000 -2.921 56.77
727.000 -2.976 56.73
728.000 -2.973 56.79
729.000 -2.975 56.77
730.000 -2.966 56.81
731.000 -2.974 56.78
732.000 -3.045 56.86
733.000 -3.026 56.87
734.000 -3.051 56.81
735.000 -3.046 56.82
736.000 -3.053 56.82
737.000 -3.109 56.83
738.000 -3.132 56.82
739.000 -3.138 56.79
740.000 -3.203 56.78
741.000 -3.207 56.78
742.000 -3.199 56.80
743.000 -3.191 56.77
744.000 -3.397 56.87
745.000 -3.700 56.80
746.000 -3.776 56.78
747.000 -3.830 56.75
748.000 -3.872 56.78
749.000 -3.868 56.73
750.000 -3.851 56.75
751.000 -3.943 56.70
752.000 -3.906 56.66
753.000 -3.954 56.71
754.000 -3.997 56.67
755.000 -3.986 56.69
756.000 -4.123 56.67
757.000 -4.132 56.59
758.000 -4.157 56.66
759.000 -4.147 56.60
760.000 -4.244 56.60
761.000 -4.262 56.61
762.000 -4.268 56.63
763.000 -4.302 56.68
764.000 -4.407 56.98
765.000 -4.803 56.88
766.000 -4.899 56.88
767.000 -5.011 56.81
768.000 -5.129 56.73
769.000 -5.142 56.76
770.000 -5.179 56.70
771.000 -5.223 56.72
772.000 -5.274 56.69
773.000 -5.398 56.91
774.000 -5.715 56.84
775.000 -5.822 56.77
776.000 -5.843 56.77
777.000 -5.852 56.77
778.000 -5.920 56.74
779.000 -5.939 56.71
780.000 -6.049 56.69
781.000 -6.073 56.69
782.000 -6.077 56.67
783.000 -6.111 56.67
784.000 -6.194 56.67
785.000 -6.268 56.63
786.000 -6.353 56.85
787.000 -6.883 56.75
788.000 -7.070 56.73
789.000 -7.152 56.70
790.000 -7.224 56.67
791.000 -7.201 56.66
792.000 -7.436 56.72
793.000 -7.706 56.69
794.000 -7.817 56.68
795.000 -7.890 56.63
796.000 -7.897 56.64
797.000 -8.025 56.65
798.000 -8.028 56.63
799.000 -8.081 56.65
800.000 -8.184 56.65
801.000 -8.185 56.65
802.000 -8.235 56.67
803.000 -8.269 56.73
804.000 -8.576 56.85
805.000 -8.867 56.80
806.000 -8.964 56.81
807.000 -9.099 56.69
808.000 -9.077 56.72
809.000 -9.157 56.70
810.000 -9.251 56.61
811.000 -9.265 56.65
812.000 -9.374 56.74
813.000 -9.695 56.72
814.000 -9.752 56.72
815.000 -9.886 56.63
816.000 -10.06 56.69
817.000 -9.997 56.69
818.000 -10.04 56.69
819.000 -10.10 56.69
820.000 -10.20 56.72
821.000 -10.34 56.78
822.000 -10.71 56.74
823.000 -10.88 56.70
824.000 -10.98 56.67
825.000 -11.08 56.67
826.000 -11.15 56.62
827.000 -11.23 56.62
828.000 -11.37 56.94
829.000 -11.71 56.83
830.000 -11.78 56.79
831.000 -11.82 56.79
832.000 -11.84 56.79
833.000 -11.94 56.76
834.000 -11.98 56.74
835.000 -12.03 56.72
836.000 -12.08 56.72
837.000 -12.12 56.68
838.000 -12.20 56.68
839.000 -12.20 56.69
840.000 -12.40 56.86
841.000 -12.74 56.83
842.000 -12.80 56.79
843.000 -12.88 56.74
844.000 -12.94 56.74
845.000 -13.00 56.70
846.000 -13.03 56.69
847.000 -13.09 56.65
848.000 -13.12 56.69
849.000 -13.14 56.66
850.000 -13.20 56.62
851.000 -13.26 56.62
852.000 -13.48 56.84
853.000 -13.75 56.76
854.000 -13.89 56.68
855.000 -13.91 56.73
856.000 -13.94 56.75
857.000 -14.00 56.67
858.000 -14.01 56.64
859.000 -14.05 56.68
860.000 -14.10 56.62
861.000 -14.10 56.62
862.000 -14.16 56.62
863.000 -14.21 56.60
864.000 -14.32 56.63
865.000 -14.32 56.64
866.000 -14.34 56.94
867.000 -14.74 56.78
868.000 -14.85 56.71
869.000 -14.86 56.77
870.000 -14.88 56.70
871.000 -14.95 56.63
872.000 -14.95 56.67
873.000 -15.00 56.66
874.000 -15.03 56.67
875.000 -15.00 56.69
876.000 -15.13 56.65
877.000 -15.13 56.69
878.000 -15.13 56.65
879.000 -15.15 56.66
880.000 -15.18 56.70
881.000 -15.21 56.68
882.000 -15.24 56.65
883.000 -15.21 56.67
884.000 -15.26 56.70
885.000 -15.25 56.65
886.000 -15.26 56.69
887.000 -15.29 56.67
888.000 -15.45 56.79
889.000 -15.72 56.74
890.000 -15.81 56.70
891.000 -15.82 56.70
892.000 -15.82 56.70
893.000 -15.84 56.71
894.000 -15.85 56.71
895.000 -15.87 56.70
896.000 -15.89 56.68
897.000 -15.90 56.68
898.000 -15.88 56.68
899.000 -15.91 56.69
900.000 -15.92 56.64
901.000 -15.97 56.67
902.000 -15.95 56.66
903.000 -15.96 56.65
904.000 -15.92 56.67
905.000 -15.94 56.67
906.000 -15.95 56.65
907.000 -15.92 56.68
908.000 -15.95 56.66
909.000 -15.95 56.65
910.000 -15.88 56.67
911.000 -15.91 56.68
912.000 -15.88 56.70
913.000 -15.85 56.68
914.000 -15.88 56.68
915.000 -15.83 56.70
916.000 -15.80 56.74
917.000 -15.81 56.71
918.000 -15.81 56.75
919.000 -15.76 56.72
920.000 -15.78 56.74
921.000 -15.73 56.74
922.000 -15.72 56.74
923.000 -15.67 56.74
924.000 -15.68 56.71
925.000 -15.59 56.72
926.000 -15.62 56.74
927.000 -15.61 56.71
928.000 -15.53 56.74
929.000 -15.50 56.75
930.000 -15.53 56.77
931.000 -15.52 56.73
932.000 -15.45 56.79
933.000 -15.38 56.79
934.000 -15.36 56.81
935.000 -15.30 56.58
936.000 -14.99 56.69
937.000 -14.93 56.73
